timestamp,ax,ay,az,gx,gy,gz,pressing_id
227068,-15464,22826,21576,7768,12191,-32764,13
227081,-21847,27920,22850,5261,18023,-32764,13
227094,-22785,30219,23415,4909,20508,-32764,13
227107,-22563,32692,24438,5250,22926,-32764,13
227119,-13996,32742,27918,6968,26648,-32764,13
227133,-7445,32742,27440,7369,29473,-32764,13
227145,3114,32742,25088,8691,32263,-32764,13
227158,7169,32742,28385,16189,32764,-32764,13
227171,9622,32742,32140,18643,32764,-32764,13
227184,17982,32742,32764,14190,26849,-32764,13
227197,22072,30967,31770,8195,23915,-32764,13
227209,23533,26443,27313,5216,23077,-32764,13
