timestamp,ax,ay,az,gx,gy,gz,pressing_id
2226090,-8305,-6585,-32418,-22796,3850,11082,9
2226955,-10834,28634,32764,-16082,6092,8073,10
2226968,-12806,29433,32764,-27739,6723,1673,10
2226980,-10698,29348,32764,-30185,7856,-1744,10
2226994,-8161,29354,32764,-31521,9293,-4147,10
2227006,-4300,32742,32764,-32756,9100,-6054,10
2227019,-4320,32742,32764,-32764,6637,-6265,10
2227032,-3954,32742,32764,-32764,3440,-6847,10
2227045,1840,32742,32764,-32764,-2181,-8143,10
2227058,8705,32742,32764,-32764,-3769,-7698,10
2227070,13286,32742,32764,-32764,-4479,-5275,10
2227083,14269,32742,27740,-32764,-3358,2065,10
2227096,13431,32742,19219,-32764,-2986,4689,10
2227109,10987,32742,7880,-32764,-4981,8724,10
2227121,9690,32742,2047,-32764,-4953,10240,10
2227134,10049,32742,-3538,-32764,-3719,11393,10
2227147,7483,31664,-13824,-32764,-501,14436,10
2227160,4593,27518,-15918,-32764,-2398,16371,10
2227173,2409,22039,-15792,-32764,-5144,17548,10
2227185,2908,13493,-15152,-32764,-4618,18293,10
2227198,3016,10038,-16526,-32764,-211,19047,10
2227211,109,6920,-16784,-32642,4565,19629,10
2227224,-3731,4529,-11765,-22222,6178,17077,10
2227237,-2333,4869,-10491,-18193,5965,15220,10
2227249,-3322,4127,-10997,-16040,6424,14554,10
2227262,-6266,2277,-10061,-12698,7119,13855,10
2227275,-7584,1952,-7890,-11366,5492,12027,10
2227288,-5208,1824,-10923,-12253,3807,8181,10
2227301,-5122,1591,-13327,-12179,4214,7646,10
